"","terms","count","probability"
"246","can say",5,0.000360464277990051
"247","can still",5,0.000360464277990051
"248","can use",5,0.000360464277990051
"249","cent per",5,0.000360464277990051
"250","christ jesus",5,0.000360464277990051
"251","convent center",5,0.000360464277990051
"252","coupl day",5,0.000360464277990051
"253","court appeal",5,0.000360464277990051
"254","cuyahoga counti",5,0.000360464277990051
"255","day befor",5,0.000360464277990051
"256","day just",5,0.000360464277990051
"257","dont forget",5,0.000360464277990051
"258","essex counti",5,0.000360464277990051
"259","everi minut",5,0.000360464277990051
"260","everi singl",5,0.000360464277990051
"261","feel littl",5,0.000360464277990051
"262","felt like",5,0.000360464277990051
"263","first day",5,0.000360464277990051
"264","five day",5,0.000360464277990051
"265","get one",5,0.000360464277990051
"266","get rid",5,0.000360464277990051
"267","give away",5,0.000360464277990051
"268","go make",5,0.000360464277990051
"269","go see",5,0.000360464277990051
"270","go sleep",5,0.000360464277990051
"271","go work",5,0.000360464277990051
"272","good deal",5,0.000360464277990051
"273","good friend",5,0.000360464277990051
"274","happi new",5,0.000360464277990051
"275","hate hate",5,0.000360464277990051
"276","help us",5,0.000360464277990051
"277","hunger game",5,0.000360464277990051
"278","im gonna",5,0.000360464277990051
"279","im look",5,0.000360464277990051
"280","im readi",5,0.000360464277990051
"281","im think",5,0.000360464277990051
"282","inputbyt inch",5,0.000360464277990051
"283","ive alway",5,0.000360464277990051
"284","ive seen",5,0.000360464277990051
"285","just becaus",5,0.000360464277990051
"286","know one",5,0.000360464277990051
"287","know thing",5,0.000360464277990051
"288","know whi",5,0.000360464277990051
"289","la la",5,0.000360464277990051
"290","law enforc",5,0.000360464277990051
"291","let get",5,0.000360464277990051
"292","licens plate",5,0.000360464277990051
"293","like get",5,0.000360464277990051
"294","like use",5,0.000360464277990051
"295","littl girl",5,0.000360464277990051
"296","littl piggi",5,0.000360464277990051
"297","long ago",5,0.000360464277990051
"298","make feel",5,0.000360464277990051
"299","make happi",5,0.000360464277990051
"300","make mistak",5,0.000360464277990051
"301","mani time",5,0.000360464277990051
"302","million dollar",5,0.000360464277990051
"303","minut later",5,0.000360464277990051
"304","monday night",5,0.000360464277990051
"305","much fun",5,0.000360464277990051
"306","need get",5,0.000360464277990051
"307","need someth",5,0.000360464277990051
"308","never seen",5,0.000360464277990051
"309","one favorit",5,0.000360464277990051
"310","open public",5,0.000360464277990051
"311","park lot",5,0.000360464277990051
"312","phone call",5,0.000360464277990051
"313","polic depart",5,0.000360464277990051
"314","properti tax",5,0.000360464277990051
"315","r u",5,0.000360464277990051
"316","real life",5,0.000360464277990051
"317","realli enjoy",5,0.000360464277990051
"318","realli hard",5,0.000360464277990051
"319","realli like",5,0.000360464277990051
"320","right time",5,0.000360464277990051
"321","rose percent",5,0.000360464277990051
"322","s s",5,0.000360464277990051
"323","said just",5,0.000360464277990051
"324","said want",5,0.000360464277990051
"325","score point",5,0.000360464277990051
"326","see peopl",5,0.000360464277990051
"327","sever year",5,0.000360464277990051
"328","small busi",5,0.000360464277990051
"329","social media",5,0.000360464277990051
"330","super bowl",5,0.000360464277990051
"331","take care",5,0.000360464277990051
"332","thing happen",5,0.000360464277990051
"333","thing know",5,0.000360464277990051
"334","thing like",5,0.000360464277990051
"335","think ’",5,0.000360464277990051
"336","think im",5,0.000360464277990051
"337","thought id",5,0.000360464277990051
"338","turn back",5,0.000360464277990051
"339","veri hard",5,0.000360464277990051
"340","wall street",5,0.000360464277990051
"341","way back",5,0.000360464277990051
"342","will alway",5,0.000360464277990051
"343","will come",5,0.000360464277990051
"344","will continu",5,0.000360464277990051
"345","will help",5,0.000360464277990051
"346","will just",5,0.000360464277990051
"347","will run",5,0.000360464277990051
"348","will see",5,0.000360464277990051
"349","will tri",5,0.000360464277990051
"350","will use",5,0.000360464277990051
"351","— one",4,0.000288371422392041
"352","’ whi",4,0.000288371422392041
"353","’v got",4,0.000288371422392041
"354","“ can",4,0.000288371422392041
"355","“ just",4,0.000288371422392041
"356","abl see",4,0.000288371422392041
"357","absolut love",4,0.000288371422392041
"358","accord report",4,0.000288371422392041
"359","allow peopl",4,0.000288371422392041
"360","also work",4,0.000288371422392041
"361","alway seem",4,0.000288371422392041
"362","amount time",4,0.000288371422392041
"363","anoth one",4,0.000288371422392041
"364","ask question",4,0.000288371422392041
"365","back game",4,0.000288371422392041
"366","becaus know",4,0.000288371422392041
"367","becaus like",4,0.000288371422392041
"368","becaus think",4,0.000288371422392041
"369","befor get",4,0.000288371422392041
"370","believ god",4,0.000288371422392041
"371","big fan",4,0.000288371422392041
"372","bill also",4,0.000288371422392041
"373","blood pressur",4,0.000288371422392041
"374","board bag",4,0.000288371422392041
"375","book just",4,0.000288371422392041
"376","bottom line",4,0.000288371422392041
"377","can becom",4,0.000288371422392041
"378","can enjoy",4,0.000288371422392041
"379","can handl",4,0.000288371422392041
"380","can help",4,0.000288371422392041
"381","can’t see",4,0.000288371422392041
"382","carolina gamecock",4,0.000288371422392041
"383","cell phone",4,0.000288371422392041
"384","chanc get",4,0.000288371422392041
"385","chang everyth",4,0.000288371422392041
"386","circuit court",4,0.000288371422392041
"387","citi hall",4,0.000288371422392041
"388","civil war",4,0.000288371422392041
"389","class everi",4,0.000288371422392041
"390","come said",4,0.000288371422392041
"391","come see",4,0.000288371422392041
"392","come time",4,0.000288371422392041
"393","come true",4,0.000288371422392041
"394","coupl year",4,0.000288371422392041
"395","critic say",4,0.000288371422392041
"396","cruis ship",4,0.000288371422392041
"397","day day",4,0.000288371422392041
"398","didnt think",4,0.000288371422392041
"399","doe mean",4,0.000288371422392041
"400","doesnt know",4,0.000288371422392041
"401","don’t like",4,0.000288371422392041
"402","don’t think",4,0.000288371422392041
"403","dont even",4,0.000288371422392041
"404","dont realli",4,0.000288371422392041
"405","dream come",4,0.000288371422392041
"406","drug administr",4,0.000288371422392041
"407","dure first",4,0.000288371422392041
"408","dure week",4,0.000288371422392041
"409","earlier year",4,0.000288371422392041
"410","email address",4,0.000288371422392041
"411","excit see",4,0.000288371422392041
"412","facebook page",4,0.000288371422392041
"413","famili member",4,0.000288371422392041
"414","famili servic",4,0.000288371422392041
"415","far better",4,0.000288371422392041
"416","feder offici",4,0.000288371422392041
"417","field goal",4,0.000288371422392041
"418","find way",4,0.000288371422392041
"419","first quarter",4,0.000288371422392041
"420","first thing",4,0.000288371422392041
"421","food drug",4,0.000288371422392041
"422","four five",4,0.000288371422392041
"423","four year",4,0.000288371422392041
"424","friday even",4,0.000288371422392041
"425","friday morn",4,0.000288371422392041
"426","friday saturday",4,0.000288371422392041
"427","friend can",4,0.000288371422392041
"428","friend famili",4,0.000288371422392041
"429","game play",4,0.000288371422392041
"430","game point",4,0.000288371422392041
"431","gamecock histori",4,0.000288371422392041
"432","get away",4,0.000288371422392041
"433","get better",4,0.000288371422392041
"434","get comfort",4,0.000288371422392041
"435","get start",4,0.000288371422392041
"436","get togeth",4,0.000288371422392041
"437","get work",4,0.000288371422392041
"438","go miss",4,0.000288371422392041
"439","go take",4,0.000288371422392041
"440","god bless",4,0.000288371422392041
"441","good morn",4,0.000288371422392041
"442","good one",4,0.000288371422392041
"443","good see",4,0.000288371422392041
"444","great show",4,0.000288371422392041
"445","great weekend",4,0.000288371422392041
"446","groceri store",4,0.000288371422392041
"447","happi friday",4,0.000288371422392041
"448","happi mother",4,0.000288371422392041
"449","hard find",4,0.000288371422392041
"450","hard work",4,0.000288371422392041
"451","help get",4,0.000288371422392041
"452","high recommend",4,0.000288371422392041
"453","home work",4,0.000288371422392041
"454","hope everyon",4,0.000288371422392041
"455","hope u",4,0.000288371422392041
"456","hous fire",4,0.000288371422392041
"457","hous market",4,0.000288371422392041
"458","im pretti",4,0.000288371422392041
"459","includ two",4,0.000288371422392041
"460","insur polici",4,0.000288371422392041
"461","juli th",4,0.000288371422392041
"462","just befor",4,0.000288371422392041
"463","just finish",4,0.000288371422392041
"464","just good",4,0.000288371422392041
"465","just love",4,0.000288371422392041
"466","just made",4,0.000288371422392041
"467","just make",4,0.000288371422392041
"468","just much",4,0.000288371422392041
"469","just put",4,0.000288371422392041
"470","just take",4,0.000288371422392041
"471","just tri",4,0.000288371422392041
"472","kansa citi",4,0.000288371422392041
"473","know ’",4,0.000288371422392041
"474","know exact",4,0.000288371422392041
"475","know feel",4,0.000288371422392041
"476","know mani",4,0.000288371422392041
"477","know will",4,0.000288371422392041
"478","last coupl",4,0.000288371422392041
"479","last fall",4,0.000288371422392041
"480","last three",4,0.000288371422392041
"481","late s",4,0.000288371422392041
"482","law school",4,0.000288371422392041
"483","let see",4,0.000288371422392041
"484","let start",4,0.000288371422392041
"485","like new",4,0.000288371422392041
"486","like tri",4,0.000288371422392041
"487","littl better",4,0.000288371422392041
"488","littl thing",4,0.000288371422392041
"489","live togeth",4,0.000288371422392041
"490","look awesom",4,0.000288371422392041
"491","love becaus",4,0.000288371422392041
"492","major leagu",4,0.000288371422392041
"493","make music",4,0.000288371422392041
"494","make one",4,0.000288371422392041
"495","mani women",4,0.000288371422392041
"496","mass effect",4,0.000288371422392041
"497","might just",4,0.000288371422392041
"498","might well",4,0.000288371422392041
"499","million peopl",4,0.000288371422392041
"500","mitt romney",4,0.000288371422392041
"501","month can",4,0.000288371422392041
"502","move forward",4,0.000288371422392041
"503","nation associat",4,0.000288371422392041
"504","near end",4,0.000288371422392041
"505","near year",4,0.000288371422392041
"506","need hear",4,0.000288371422392041
"507","need help",4,0.000288371422392041
"508","never realli",4,0.000288371422392041
"509","never want",4,0.000288371422392041
"510","news confer",4,0.000288371422392041
"511","next season",4,0.000288371422392041
"512","next step",4,0.000288371422392041
"513","north carolina",4,0.000288371422392041
"514","notr dame",4,0.000288371422392041
"515","now ’m",4,0.000288371422392041
"516","now get",4,0.000288371422392041
"517","now ive",4,0.000288371422392041
"518","oh yes",4,0.000288371422392041
"519","onc week",4,0.000288371422392041
"520","one hour",4,0.000288371422392041
"521","one life",4,0.000288371422392041
"522","one like",4,0.000288371422392041
"523","one mani",4,0.000288371422392041
"524","one reason",4,0.000288371422392041
"525","one time",4,0.000288371422392041
"526","one will",4,0.000288371422392041
"527","onli way",4,0.000288371422392041
"528","open discuss",4,0.000288371422392041
"529","open space",4,0.000288371422392041
"530","orang counti",4,0.000288371422392041
"531","pay attent",4,0.000288371422392041
"532","pay bill",4,0.000288371422392041
"533","peopl go",4,0.000288371422392041
"534","peopl want",4,0.000288371422392041
"535","percent percent",4,0.000288371422392041
"536","pit bull",4,0.000288371422392041
"537","plain dealer",4,0.000288371422392041
"538","play game",4,0.000288371422392041
"539","pm sunday",4,0.000288371422392041
"540","point view",4,0.000288371422392041
"541","prescript drug",4,0.000288371422392041
"542","pretti good",4,0.000288371422392041
"543","pretti sure",4,0.000288371422392041
"544","previous year",4,0.000288371422392041
"545","provid us",4,0.000288371422392041
"546","public servic",4,0.000288371422392041
"547","put mind",4,0.000288371422392041
"548","question will",4,0.000288371422392041
"549","rais money",4,0.000288371422392041
"550","read articl",4,0.000288371422392041
"551","read book",4,0.000288371422392041
"552","realli great",4,0.000288371422392041
"553","realli just",4,0.000288371422392041
"554","red sox",4,0.000288371422392041
"555","right thing",4,0.000288371422392041
"556","room temperatur",4,0.000288371422392041
"557","root beer",4,0.000288371422392041
"558","run back",4,0.000288371422392041
"559","run score",4,0.000288371422392041
"560","said done",4,0.000288371422392041
"561","said im",4,0.000288371422392041
"562","said may",4,0.000288371422392041
"563","save life",4,0.000288371422392041
"564","say “",4,0.000288371422392041
"565","say im",4,0.000288371422392041
"566","say now",4,0.000288371422392041
"567","say thank",4,0.000288371422392041
"568","second third",4,0.000288371422392041
"569","see thing",4,0.000288371422392041
"570","sent email",4,0.000288371422392041
"571","servic provid",4,0.000288371422392041
"572","six month",4,0.000288371422392041
"573","someth can",4,0.000288371422392041
"574","someth els",4,0.000288371422392041
"575","sometim make",4,0.000288371422392041
"576","spend time",4,0.000288371422392041
"577","staff member",4,0.000288371422392041
"578","start get",4,0.000288371422392041
"579","start play",4,0.000288371422392041
"580","stay home",4,0.000288371422392041
"581","stay tune",4,0.000288371422392041
"582","student parent",4,0.000288371422392041
"583","sure get",4,0.000288371422392041
"584","tast like",4,0.000288371422392041
"585","th anniversari",4,0.000288371422392041
"586","th birthday",4,0.000288371422392041
"587","thank god",4,0.000288371422392041
"588","thank good",4,0.000288371422392041
"589","thing get",4,0.000288371422392041
"590","thing go",4,0.000288371422392041
"591","thing say",4,0.000288371422392041
"592","thing work",4,0.000288371422392041
"593","think might",4,0.000288371422392041
"594","think one",4,0.000288371422392041
"595","think will",4,0.000288371422392041
"596","third quarter",4,0.000288371422392041
"597","throughout year",4,0.000288371422392041
"598","time ago",4,0.000288371422392041
"599","time make",4,0.000288371422392041
"600","today will",4,0.000288371422392041
"601","took place",4,0.000288371422392041
"602","traffic safeti",4,0.000288371422392041
"603","train station",4,0.000288371422392041
"604","tri figur",4,0.000288371422392041
"605","tri find",4,0.000288371422392041
"606","turn right",4,0.000288371422392041
"607","tv show",4,0.000288371422392041
"608","u know",4,0.000288371422392041
"609","use one",4,0.000288371422392041
"610","veri first",4,0.000288371422392041
"611","veri littl",4,0.000288371422392041
"612","veri long",4,0.000288371422392041
"613","veri quick",4,0.000288371422392041
"614","veri similar",4,0.000288371422392041
"615","vice presid",4,0.000288371422392041
"616","walk walk",4,0.000288371422392041
"617","want come",4,0.000288371422392041
"618","want give",4,0.000288371422392041
"619","want help",4,0.000288371422392041
"620","want read",4,0.000288371422392041
"621","want use",4,0.000288371422392041
"622","want write",4,0.000288371422392041
"623","watch tv",4,0.000288371422392041
"624","way can",4,0.000288371422392041
"625","way one",4,0.000288371422392041
"626","week now",4,0.000288371422392041
"627","whip cream",4,0.000288371422392041
"628","will abl",4,0.000288371422392041
"629","will end",4,0.000288371422392041
"630","will face",4,0.000288371422392041
"631","will look",4,0.000288371422392041
"632","will need",4,0.000288371422392041
"633","will pay",4,0.000288371422392041
"634","will probabl",4,0.000288371422392041
"635","will receiv",4,0.000288371422392041
"636","will tell",4,0.000288371422392041
"637","win game",4,0.000288371422392041
"638","work hard",4,0.000288371422392041
"639","work us",4,0.000288371422392041
"640","world know",4,0.000288371422392041
"641","write post",4,0.000288371422392041
"642","year put",4,0.000288371422392041
"643","yearold man",4,0.000288371422392041
"644","young man",4,0.000288371422392041
"645","youv got",4,0.000288371422392041
"646","– ’",3,0.000216278566794031
"647","– includ",3,0.000216278566794031
"648","— now",3,0.000216278566794031
"649","’ becaus",3,0.000216278566794031
"650","’d like",3,0.000216278566794031
"651","’m also",3,0.000216278566794031
"652","’m look",3,0.000216278566794031
"653","’ve never",3,0.000216278566794031
"654","“ go",3,0.000216278566794031
"655","“ know",3,0.000216278566794031
"656","“ peopl",3,0.000216278566794031
"657","“young black",3,0.000216278566794031
"658","abl make",3,0.000216278566794031
"659","accord citi",3,0.000216278566794031
"660","almost alway",3,0.000216278566794031
"661","also agre",3,0.000216278566794031
"662","also find",3,0.000216278566794031
"663","also known",3,0.000216278566794031
"664","also play",3,0.000216278566794031
"665","also post",3,0.000216278566794031
"666","also use",3,0.000216278566794031
"667","alway take",3,0.000216278566794031
"668","ani kind",3,0.000216278566794031
"669","ani oblig",3,0.000216278566794031
"670","anoth exampl",3,0.000216278566794031
"671","anoth part",3,0.000216278566794031
"672","anybodi els",3,0.000216278566794031
"673","anyon ever",3,0.000216278566794031
"674","anyon read",3,0.000216278566794031
"675","anyth els",3,0.000216278566794031
"676","anyth like",3,0.000216278566794031
"677","anyth want",3,0.000216278566794031
"678","around corner",3,0.000216278566794031
"679","around pm",3,0.000216278566794031
"680","arts center",3,0.000216278566794031
"681","ask one",3,0.000216278566794031
"682","atlantic citi",3,0.000216278566794031
"683","author said",3,0.000216278566794031
"684","back stori",3,0.000216278566794031
"685","back thing",3,0.000216278566794031
"686","back time",3,0.000216278566794031
"687","back work",3,0.000216278566794031
"688","bad thing",3,0.000216278566794031
"689","baltimor counti",3,0.000216278566794031
"690","bb ks",3,0.000216278566794031
"691","becaus dont",3,0.000216278566794031
"692","becaus ive",3,0.000216278566794031
"693","becaus one",3,0.000216278566794031
"694","becom free",3,0.000216278566794031
"695","beer extract",3,0.000216278566794031
"696","befor attack",3,0.000216278566794031
"697","befor got",3,0.000216278566794031
"698","befor start",3,0.000216278566794031
"699","begin pm",3,0.000216278566794031
"700","believ ani",3,0.000216278566794031
"701","best game",3,0.000216278566794031
"702","best hospit",3,0.000216278566794031
"703","best thing",3,0.000216278566794031
"704","better get",3,0.000216278566794031
"705","big citi",3,0.000216278566794031
"706","billion peopl",3,0.000216278566794031
"707","birthday parti",3,0.000216278566794031
"708","black latino",3,0.000216278566794031
"709","blog hop",3,0.000216278566794031
"710","blog site",3,0.000216278566794031
"711","blog write",3,0.000216278566794031
"712","book read",3,0.000216278566794031
"713","bottl water",3,0.000216278566794031
"714","brag right",3,0.000216278566794031
"715","brandon weeden",3,0.000216278566794031
"716","break heart",3,0.000216278566794031
"717","brought back",3,0.000216278566794031
"718","busi also",3,0.000216278566794031
"719","busi card",3,0.000216278566794031
"720","bynum said",3,0.000216278566794031
"721","call home",3,0.000216278566794031
"722","call polic",3,0.000216278566794031
"723","can affect",3,0.000216278566794031
"724","can build",3,0.000216278566794031
"725","can call",3,0.000216278566794031
"726","can come",3,0.000216278566794031
"727","can cost",3,0.000216278566794031
"728","can expect",3,0.000216278566794031
"729","can find",3,0.000216278566794031
"730","can imagin",3,0.000216278566794031
"731","can just",3,0.000216278566794031
"732","can live",3,0.000216278566794031
"733","can never",3,0.000216278566794031
"734","can one",3,0.000216278566794031
"735","can recogn",3,0.000216278566794031
"736","can share",3,0.000216278566794031
"737","candi melt",3,0.000216278566794031
"738","cant anyth",3,0.000216278566794031
"739","cant even",3,0.000216278566794031
"740","cant see",3,0.000216278566794031
"741","central bank",3,0.000216278566794031
"742","chang said",3,0.000216278566794031
"743","chang think",3,0.000216278566794031
"744","check back",3,0.000216278566794031
"745","check one",3,0.000216278566794031
"746","chocol cake",3,0.000216278566794031
"747","civil right",3,0.000216278566794031
"748","close look",3,0.000216278566794031
"749","cochairman chief",3,0.000216278566794031
"750","coffe shop",3,0.000216278566794031
"751","come across",3,0.000216278566794031
"752","come end",3,0.000216278566794031
"753","come get",3,0.000216278566794031
"754","come go",3,0.000216278566794031
"755","come home",3,0.000216278566794031
"756","come within",3,0.000216278566794031
"757","communiti develop",3,0.000216278566794031
"758","compani provid",3,0.000216278566794031
"759","confer call",3,0.000216278566794031
"760","conserv republican",3,0.000216278566794031
"761","cooki sheet",3,0.000216278566794031
"762","couldnt take",3,0.000216278566794031
"763","counti circuit",3,0.000216278566794031
"764","counti execut",3,0.000216278566794031
"765","counti offici",3,0.000216278566794031
"766","counti school",3,0.000216278566794031
"767","coupl thing",3,0.000216278566794031
"768","court document",3,0.000216278566794031
"769","creat new",3,0.000216278566794031
"770","credit card",3,0.000216278566794031
"771","cross countri",3,0.000216278566794031
"772","curti martin",3,0.000216278566794031
"773","cut board",3,0.000216278566794031
"774","daili bread",3,0.000216278566794031
"775","damn good",3,0.000216278566794031
